"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","Y"
88359,3,42,"Source17",0,4,0.745762711864407,0,1.03487034050669,0,3,0.338983050847458,0,0.727432668944913,0,3,0.271186440677966,0,0.605917387515915,0,3,0.694915254237288,0,0.943384410174627,-3,2,0.0677966101694915,0,0.936354394368348,0,0,0,0,0,80,3,24,"Friday",0
88359,3,42,"Source17",0,4,0.745762711864407,0,1.03487034050669,0,3,0.338983050847458,0,0.727432668944913,0,3,0.271186440677966,0,0.605917387515915,0,3,0.694915254237288,0,0.943384410174627,-3,2,0.0677966101694915,0,0.936354394368348,0,0,0,0,0,82,1,24,"Tuesday",0
8488256,0,283570,"Source8",115,861,329.764705882353,234,223.389801602955,9,571,112.588235294118,89,126.931690208705,0,484,122.529411764706,77,134.978480919807,110,768,303.294117647059,222,198.811990615397,-345,571,-9.94117647058824,-48,208.364914791965,168,168,0,168,168,99,99,24,"Tuesday",18
8488256,0,283570,"Source8",115,861,329.764705882353,234,223.389801602955,9,571,112.588235294118,89,126.931690208705,0,484,122.529411764706,77,134.978480919807,110,768,303.294117647059,222,198.811990615397,-345,571,-9.94117647058824,-48,208.364914791965,149,15,66,132,-51,175,90,1,"Wednesday",1
1425417,185,84153,"Source18",5,368,95.0735294117647,81.5,77.231568556264,0,368,48.0441176470588,16,74.4729389904045,0,165,21.5147058823529,8.5,34.3988254959632,5,368,89.4264705882353,76.5,73.7580137573241,-139,368,26.5294117647059,-6,90.2122449279924,54,54,0,54,54,182,42,24,"Wednesday",8
1425417,185,84153,"Source18",5,368,95.0735294117647,81.5,77.231568556264,0,368,48.0441176470588,16,74.4729389904045,0,165,21.5147058823529,8.5,34.3988254959632,5,368,89.4264705882353,76.5,73.7580137573241,-139,368,26.5294117647059,-6,90.2122449279924,86,2,5,79,-3,187,111,24,"Saturday",1
6887,0,20,"Source19",0,13,1.27067669172932,0,2.07791038597999,0,9,0.518796992481203,0,1.30125158813738,0,7,0.451127819548872,0,1.12701725849935,0,13,1.23308270676692,0,2.06250894022255,-6,9,0.0676691729323308,0,1.76514068417063,3,0,2,3,-2,225,1,24,"Tuesday",0
6887,0,20,"Source19",0,13,1.27067669172932,0,2.07791038597999,0,9,0.518796992481203,0,1.30125158813738,0,7,0.451127819548872,0,1.12701725849935,0,13,1.23308270676692,0,2.06250894022255,-6,9,0.0676691729323308,0,1.76514068417063,1,0,1,1,-1,255,12,24,"Wednesday",0
6887,0,20,"Source19",0,13,1.27067669172932,0,2.07791038597999,0,9,0.518796992481203,0,1.30125158813738,0,7,0.451127819548872,0,1.12701725849935,0,13,1.23308270676692,0,2.06250894022255,-6,9,0.0676691729323308,0,1.76514068417063,5,3,2,5,1,472,20,24,"Thursday",1
6887,0,20,"Source19",0,13,1.27067669172932,0,2.07791038597999,0,9,0.518796992481203,0,1.30125158813738,0,7,0.451127819548872,0,1.12701725849935,0,13,1.23308270676692,0,2.06250894022255,-6,9,0.0676691729323308,0,1.76514068417063,2,2,0,2,2,182,1,24,"Wednesday",0
6887,0,20,"Source19",0,13,1.27067669172932,0,2.07791038597999,0,9,0.518796992481203,0,1.30125158813738,0,7,0.451127819548872,0,1.12701725849935,0,13,1.23308270676692,0,2.06250894022255,-6,9,0.0676691729323308,0,1.76514068417063,1,1,0,1,1,221,1,24,"Wednesday",0
6887,0,20,"Source19",0,13,1.27067669172932,0,2.07791038597999,0,9,0.518796992481203,0,1.30125158813738,0,7,0.451127819548872,0,1.12701725849935,0,13,1.23308270676692,0,2.06250894022255,-6,9,0.0676691729323308,0,1.76514068417063,1,0,1,0,-1,127,2,24,"Friday",0
6887,0,20,"Source19",0,13,1.27067669172932,0,2.07791038597999,0,9,0.518796992481203,0,1.30125158813738,0,7,0.451127819548872,0,1.12701725849935,0,13,1.23308270676692,0,2.06250894022255,-6,9,0.0676691729323308,0,1.76514068417063,0,0,0,0,0,172,2,24,"Thursday",0
14032442,6,35154,"Source20",1,762,76.9491525423729,45.5,113.921311488001,0,762,36.228813559322,18.5,82.9722652269868,0,191,23.5762711864407,15,31.384009417423,1,762,65.093220338983,40.5,104.07363651974,-167,762,12.6525423728814,1.5,89.9667902116885,74,24,50,67,-26,154,107,24,"Sunday",18
14032442,6,35154,"Source20",1,762,76.9491525423729,45.5,113.921311488001,0,762,36.228813559322,18.5,82.9722652269868,0,191,23.5762711864407,15,31.384009417423,1,762,65.093220338983,40.5,104.07363651974,-167,762,12.6525423728814,1.5,89.9667902116885,244,82,85,142,-3,159,171,24,"Wednesday",102
14032442,6,35154,"Source20",1,762,76.9491525423729,45.5,113.921311488001,0,762,36.228813559322,18.5,82.9722652269868,0,191,23.5762711864407,15,31.384009417423,1,762,65.093220338983,40.5,104.07363651974,-167,762,12.6525423728814,1.5,89.9667902116885,148,100,48,145,52,131,138,24,"Wednesday",6
14032442,6,35154,"Source20",1,762,76.9491525423729,45.5,113.921311488001,0,762,36.228813559322,18.5,82.9722652269868,0,191,23.5762711864407,15,31.384009417423,1,762,65.093220338983,40.5,104.07363651974,-167,762,12.6525423728814,1.5,89.9667902116885,53,2,49,48,-47,103,72,24,"Thursday",2
14032442,6,35154,"Source20",1,762,76.9491525423729,45.5,113.921311488001,0,762,36.228813559322,18.5,82.9722652269868,0,191,23.5762711864407,15,31.384009417423,1,762,65.093220338983,40.5,104.07363651974,-167,762,12.6525423728814,1.5,89.9667902116885,69,69,0,69,69,84,339,24,"Monday",11
14032442,6,35154,"Source20",1,762,76.9491525423729,45.5,113.921311488001,0,762,36.228813559322,18.5,82.9722652269868,0,191,23.5762711864407,15,31.384009417423,1,762,65.093220338983,40.5,104.07363651974,-167,762,12.6525423728814,1.5,89.9667902116885,47,3,17,32,-14,196,145,24,"Tuesday",1
14032442,6,35154,"Source20",1,762,76.9491525423729,45.5,113.921311488001,0,762,36.228813559322,18.5,82.9722652269868,0,191,23.5762711864407,15,31.384009417423,1,762,65.093220338983,40.5,104.07363651974,-167,762,12.6525423728814,1.5,89.9667902116885,48,1,37,47,-36,229,69,24,"Wednesday",0
2516731,0,20529,"Source21",0,105,9.16759776536313,5,13.6420668962345,0,81,3.80446927374302,1,8.56527888465758,0,71,3.51396648044693,0,8.68399770328207,0,81,8.10614525139665,5,11.6999219880471,-42,81,0.290502793296089,0,10.9444748578813,12,8,4,0,4,0,1366,24,"Thursday",4
2516731,0,20529,"Source21",0,105,9.16759776536313,5,13.6420668962345,0,81,3.80446927374302,1,8.56527888465758,0,71,3.51396648044693,0,8.68399770328207,0,81,8.10614525139665,5,11.6999219880471,-42,81,0.290502793296089,0,10.9444748578813,0,0,0,0,0,82,76,24,"Thursday",0
2516731,0,20529,"Source21",0,105,9.16759776536313,5,13.6420668962345,0,81,3.80446927374302,1,8.56527888465758,0,71,3.51396648044693,0,8.68399770328207,0,81,8.10614525139665,5,11.6999219880471,-42,81,0.290502793296089,0,10.9444748578813,23,23,0,23,23,76,304,24,"Thursday",1
2516731,0,20529,"Source21",0,105,9.16759776536313,5,13.6420668962345,0,81,3.80446927374302,1,8.56527888465758,0,71,3.51396648044693,0,8.68399770328207,0,81,8.10614525139665,5,11.6999219880471,-42,81,0.290502793296089,0,10.9444748578813,3,3,0,3,3,35,5,24,"Sunday",1
2516731,0,20529,"Source21",0,105,9.16759776536313,5,13.6420668962345,0,81,3.80446927374302,1,8.56527888465758,0,71,3.51396648044693,0,8.68399770328207,0,81,8.10614525139665,5,11.6999219880471,-42,81,0.290502793296089,0,10.9444748578813,3,0,0,3,0,18,38,24,"Sunday",0
2516731,0,20529,"Source21",0,105,9.16759776536313,5,13.6420668962345,0,81,3.80446927374302,1,8.56527888465758,0,71,3.51396648044693,0,8.68399770328207,0,81,8.10614525139665,5,11.6999219880471,-42,81,0.290502793296089,0,10.9444748578813,0,0,0,0,0,55,1,24,"Sunday",0
2516731,0,20529,"Source21",0,105,9.16759776536313,5,13.6420668962345,0,81,3.80446927374302,1,8.56527888465758,0,71,3.51396648044693,0,8.68399770328207,0,81,8.10614525139665,5,11.6999219880471,-42,81,0.290502793296089,0,10.9444748578813,1,1,0,1,1,0,1,24,"Wednesday",1
2516731,0,20529,"Source21",0,105,9.16759776536313,5,13.6420668962345,0,81,3.80446927374302,1,8.56527888465758,0,71,3.51396648044693,0,8.68399770328207,0,81,8.10614525139665,5,11.6999219880471,-42,81,0.290502793296089,0,10.9444748578813,1,0,0,1,0,63,2,24,"Sunday",0
2516731,0,20529,"Source21",0,105,9.16759776536313,5,13.6420668962345,0,81,3.80446927374302,1,8.56527888465758,0,71,3.51396648044693,0,8.68399770328207,0,81,8.10614525139665,5,11.6999219880471,-42,81,0.290502793296089,0,10.9444748578813,7,7,0,7,7,63,43,24,"Monday",0
2516731,0,20529,"Source21",0,105,9.16759776536313,5,13.6420668962345,0,81,3.80446927374302,1,8.56527888465758,0,71,3.51396648044693,0,8.68399770328207,0,81,8.10614525139665,5,11.6999219880471,-42,81,0.290502793296089,0,10.9444748578813,0,0,0,0,0,55,1,24,"Sunday",0
4541886,83,65283,"Source9",0,294,70.3142857142857,34,80.1016395154383,0,294,45.4,8,80.799646392437,0,160,20.3714285714286,7,34.8458529725957,0,294,68.3428571428571,30,80.3396158663397,-133,294,25.0285714285714,-4,93.7088151713398,19,1,4,18,-3,313,2,24,"Sunday",0
9249800,0,88864,"Source22",0,56,21.7368421052632,19,16.1174704338366,0,40,11.1578947368421,8,10.0066459909862,0,46,7.26315789473684,0,12.8466342315928,0,52,20.5789473684211,16,15.1876535364946,-38,40,3.89473684210526,7,17.6453206465686,25,25,0,25,25,80,172,24,"Sunday",27
9249800,0,88864,"Source22",0,56,21.7368421052632,19,16.1174704338366,0,40,11.1578947368421,8,10.0066459909862,0,46,7.26315789473684,0,12.8466342315928,0,52,20.5789473684211,16,15.1876535364946,-38,40,3.89473684210526,7,17.6453206465686,7,0,0,7,0,487,1,24,"Tuesday",0
188849,0,2455,"Source1",0,178,57.9047619047619,51,37.4698669560651,0,133,16.6190476190476,2,32.6328437977916,0,166,19.3809523809524,10,35.6203208328593,0,175,56,49,37.2712068109265,-154,133,-2.76190476190476,-9,51.9999127855539,133,133,0,133,133,142,153,24,"Tuesday",14
1621,420,23,"Source23",0,8,0.857142857142857,0,2.2314999074019,0,8,0.571428571428571,0,2.06031501455085,0,4,0.285714285714286,0,1.03015750727543,0,8,0.857142857142857,0,2.2314999074019,-4,8,0.285714285714286,0,2.37332110369088,0,0,0,0,0,88,1,24,"Thursday",0
6040,0,59,"Source24",0,18,2.27272727272727,1,3.28331620305693,0,10,0.945454545454545,0,2.15253070355618,0,8,1.01818181818182,0,1.89248186340207,0,10,2.01818181818182,1,2.61805555251088,-7,10,-0.0727272727272727,0,2.95330043698138,1,1,0,1,1,75,1,24,"Tuesday",1
6040,0,59,"Source24",0,18,2.27272727272727,1,3.28331620305693,0,10,0.945454545454545,0,2.15253070355618,0,8,1.01818181818182,0,1.89248186340207,0,10,2.01818181818182,1,2.61805555251088,-7,10,-0.0727272727272727,0,2.95330043698138,4,0,4,4,-4,264,4,24,"Thursday",1
9102550,35,194202,"Source9",0,1753,430.4,350,414.877499992468,0,464,149.375,90.5,148.85423868671,0,1331,211.45,49,320.906212934558,0,1696,398.575,339.5,384.454086172848,-909,422,-62.075,-17.5,322.751327456604,971,94,877,924,-783,101,499,24,"Wednesday",8
9102550,35,194202,"Source9",0,1753,430.4,350,414.877499992468,0,464,149.375,90.5,148.85423868671,0,1331,211.45,49,320.906212934558,0,1696,398.575,339.5,384.454086172848,-909,422,-62.075,-17.5,322.751327456604,0,0,0,0,0,25,564,24,"Friday",424
517146,0,19179,"Source25",36,498,220.235294117647,200.5,120.679707057573,1,295,74.5882352941177,47.5,79.1161163202018,0,362,67.2647058823529,28,89.8345894419717,32,449,207.764705882353,193,111.033396889915,-323,295,7.32352941176471,-15,140.415082269391,392,13,170,372,-157,122,131,24,"Wednesday",3
1977515,27412,92370,"Source9",7,1339,262.815789473684,205,254.560442131257,0,801,95.6447368421053,26,152.113591900002,0,977,104.118421052632,15.5,187.226991918286,6,1198,256.75,205,244.755416315532,-949,801,-8.47368421052632,-5.5,263.27089679065,37,2,6,35,-4,111,297,24,"Tuesday",1
1977515,27412,92370,"Source9",7,1339,262.815789473684,205,254.560442131257,0,801,95.6447368421053,26,152.113591900002,0,977,104.118421052632,15.5,187.226991918286,6,1198,256.75,205,244.755416315532,-949,801,-8.47368421052632,-5.5,263.27089679065,91,91,0,91,91,118,111,24,"Friday",2
1977515,27412,92370,"Source9",7,1339,262.815789473684,205,254.560442131257,0,801,95.6447368421053,26,152.113591900002,0,977,104.118421052632,15.5,187.226991918286,6,1198,256.75,205,244.755416315532,-949,801,-8.47368421052632,-5.5,263.27089679065,175,1,43,172,-42,157,226,24,"Saturday",0
1977515,27412,92370,"Source9",7,1339,262.815789473684,205,254.560442131257,0,801,95.6447368421053,26,152.113591900002,0,977,104.118421052632,15.5,187.226991918286,6,1198,256.75,205,244.755416315532,-949,801,-8.47368421052632,-5.5,263.27089679065,20,20,0,20,20,88,2,24,"Tuesday",6
1977515,27412,92370,"Source9",7,1339,262.815789473684,205,254.560442131257,0,801,95.6447368421053,26,152.113591900002,0,977,104.118421052632,15.5,187.226991918286,6,1198,256.75,205,244.755416315532,-949,801,-8.47368421052632,-5.5,263.27089679065,377,2,8,370,-6,97,174,24,"Thursday",0
1977515,27412,92370,"Source9",7,1339,262.815789473684,205,254.560442131257,0,801,95.6447368421053,26,152.113591900002,0,977,104.118421052632,15.5,187.226991918286,6,1198,256.75,205,244.755416315532,-949,801,-8.47368421052632,-5.5,263.27089679065,58,58,0,58,58,108,37,19,"Wednesday",3
2035731,0,6523,"Source14",0,183,26.3207547169811,12,41.3342443734123,0,159,10.9811320754717,2,28.7949750372813,0,154,8.58490566037736,0,23.042564357313,0,170,25.3962264150943,10,40.3472379277884,-148,159,2.39622641509434,0,37.8534112132188,24,0,0,24,0,163,236,24,"Friday",0
2035731,0,6523,"Source14",0,183,26.3207547169811,12,41.3342443734123,0,159,10.9811320754717,2,28.7949750372813,0,154,8.58490566037736,0,23.042564357313,0,170,25.3962264150943,10,40.3472379277884,-148,159,2.39622641509434,0,37.8534112132188,183,9,37,170,-28,0,155,24,"Saturday",2
115669,0,745,"Source1",0,26,1.69189189189189,0,3.83119333454878,0,23,0.6,0,2.38735407081971,0,16,0.583783783783784,0,1.79330790734549,0,25,1.54594594594595,0,3.64199192561809,-12,23,0.0162162162162162,0,2.86917574692873,0,0,0,0,0,253,3,24,"Sunday",0
115669,0,745,"Source1",0,26,1.69189189189189,0,3.83119333454878,0,23,0.6,0,2.38735407081971,0,16,0.583783783783784,0,1.79330790734549,0,25,1.54594594594595,0,3.64199192561809,-12,23,0.0162162162162162,0,2.86917574692873,0,0,0,0,0,31,3,24,"Thursday",0
115669,0,745,"Source1",0,26,1.69189189189189,0,3.83119333454878,0,23,0.6,0,2.38735407081971,0,16,0.583783783783784,0,1.79330790734549,0,25,1.54594594594595,0,3.64199192561809,-12,23,0.0162162162162162,0,2.86917574692873,0,0,0,0,0,248,3,24,"Tuesday",0
115669,0,745,"Source1",0,26,1.69189189189189,0,3.83119333454878,0,23,0.6,0,2.38735407081971,0,16,0.583783783783784,0,1.79330790734549,0,25,1.54594594594595,0,3.64199192561809,-12,23,0.0162162162162162,0,2.86917574692873,2,2,0,2,2,60,3,24,"Sunday",0
115669,0,745,"Source1",0,26,1.69189189189189,0,3.83119333454878,0,23,0.6,0,2.38735407081971,0,16,0.583783783783784,0,1.79330790734549,0,25,1.54594594594595,0,3.64199192561809,-12,23,0.0162162162162162,0,2.86917574692873,0,0,0,0,0,249,4,24,"Tuesday",0
115669,0,745,"Source1",0,26,1.69189189189189,0,3.83119333454878,0,23,0.6,0,2.38735407081971,0,16,0.583783783783784,0,1.79330790734549,0,25,1.54594594594595,0,3.64199192561809,-12,23,0.0162162162162162,0,2.86917574692873,1,0,0,1,0,61,2,24,"Wednesday",0
115669,0,745,"Source1",0,26,1.69189189189189,0,3.83119333454878,0,23,0.6,0,2.38735407081971,0,16,0.583783783783784,0,1.79330790734549,0,25,1.54594594594595,0,3.64199192561809,-12,23,0.0162162162162162,0,2.86917574692873,0,0,0,0,0,250,3,24,"Thursday",0
115669,0,745,"Source1",0,26,1.69189189189189,0,3.83119333454878,0,23,0.6,0,2.38735407081971,0,16,0.583783783783784,0,1.79330790734549,0,25,1.54594594594595,0,3.64199192561809,-12,23,0.0162162162162162,0,2.86917574692873,0,0,0,0,0,72,3,24,"Saturday",0
3440,0,164,"Source28",0,32,5.13793103448276,4,5.29187712777551,0,32,1.49425287356322,0,4.14638344900347,0,19,1.64367816091954,1,3.11827026725363,0,32,4.88505747126437,4,5.10898529493122,-19,32,-0.149425287356322,0,5.50136604902251,6,0,5,6,-5,160,3,24,"Thursday",0
3440,0,164,"Source28",0,32,5.13793103448276,4,5.29187712777551,0,32,1.49425287356322,0,4.14638344900347,0,19,1.64367816091954,1,3.11827026725363,0,32,4.88505747126437,4,5.10898529493122,-19,32,-0.149425287356322,0,5.50136604902251,3,2,1,3,1,233,1,24,"Tuesday",0
3440,0,164,"Source28",0,32,5.13793103448276,4,5.29187712777551,0,32,1.49425287356322,0,4.14638344900347,0,19,1.64367816091954,1,3.11827026725363,0,32,4.88505747126437,4,5.10898529493122,-19,32,-0.149425287356322,0,5.50136604902251,2,1,1,2,0,72,2,24,"Saturday",0
12301,0,87,"Source18",0,4,0.823529411764706,0,1.17499907973166,0,4,0.382352941176471,0,0.970588235294118,0,2,0.147058823529412,0,0.493031018065889,0,4,0.794117647058823,0,1.13187537675846,-2,4,0.235294117647059,0,1.08624619485996,0,0,0,0,0,180,1,24,"Saturday",0
12301,0,87,"Source18",0,4,0.823529411764706,0,1.17499907973166,0,4,0.382352941176471,0,0.970588235294118,0,2,0.147058823529412,0,0.493031018065889,0,4,0.794117647058823,0,1.13187537675846,-2,4,0.235294117647059,0,1.08624619485996,3,3,0,3,3,575,4,24,"Sunday",0
304835,0,147487,"Source18",0,1434,765.5,752.5,461.331883943498,0,1198,281.857142857143,72.5,377.459526144925,0,459,178,146,171.031743085479,0,1233,704.928571428571,740.5,414.908503560159,-389,1198,103.857142857143,-40,451.563451820902,540,540,0,540,540,0,72,24,"Thursday",61
304835,0,147487,"Source18",0,1434,765.5,752.5,461.331883943498,0,1198,281.857142857143,72.5,377.459526144925,0,459,178,146,171.031743085479,0,1233,704.928571428571,740.5,414.908503560159,-389,1198,103.857142857143,-40,451.563451820902,677,218,459,653,-241,0,90,24,"Monday",49
304835,0,147487,"Source18",0,1434,765.5,752.5,461.331883943498,0,1198,281.857142857143,72.5,377.459526144925,0,459,178,146,171.031743085479,0,1233,704.928571428571,740.5,414.908503560159,-389,1198,103.857142857143,-40,451.563451820902,1198,1198,0,1198,1198,212,146,24,"Wednesday",201
12802,4,31,"Source29",0,18,2.30508474576271,0,4.31887554923354,0,11,0.779661016949153,0,2.06724082555787,0,10,0.796610169491525,0,1.93784487158732,0,14,2.05084745762712,0,3.81976895571393,-6,11,-0.0169491525423729,0,2.35416346237555,0,0,0,0,0,162,1,24,"Monday",0
12802,4,31,"Source29",0,18,2.30508474576271,0,4.31887554923354,0,11,0.779661016949153,0,2.06724082555787,0,10,0.796610169491525,0,1.93784487158732,0,14,2.05084745762712,0,3.81976895571393,-6,11,-0.0169491525423729,0,2.35416346237555,0,0,0,0,0,74,2,24,"Wednesday",0
